first_name,last_name,email,Remaining Goal Amount
Cheryl,Boyd,cheryl.boyd@segni.it,1400.00
Miranda,Lacombe,miranda.lacombe@longoria-vanegas.net,1400.00
Jasmine,Juvara,jasmine.juvara@yahoo.com.au,1300.00
Liberto,Niemeier,liberto.niemeier@germano-dibiasi.it,1300.00
Jacques,Heidrich,jacques.heidrich@zamudio-chapa.com,1300.00
Ann,Peron,ann.peron@grupo.biz,1300.00
Rosie,Peltier,rosie.peltier@voila.fr,1300.00
Elliot,Santana,elliot.santana@gmx.de,1300.00
Hugues,Oliver,hugues.oliver@stiffel.com,1300.00
Reece,Valencia,reece.valencia@laboy-palomo.com,1200.00
Theres,Antonioni,theres.antonioni@hotmail.com,1200.00
Gloria,Morton,gloria.morton@outlook.com,1200.00
Holly,Negrete,holly.negrete@hotmail.com,1100.00
Elisa,Barkholz,elisa.barkholz@sfr.fr,1100.00
Elaine,Patterson,elaine.patterson@rose-morris.org,1100.00
Abigail,Foster,abigail.foster@taylor.net,1100.00
Debbie,Guilbert,debbie.guilbert@berg.edu,1100.00
Mario,Rees,mario.rees@gmx.de,1000.00
Gianna,Carroll,gianna.carroll@perez.com,1000.00
Leonor,Ferreira,leonor.ferreira@gmail.com,1000.00
Roger,Gerlach,roger.gerlach@may-mitchell.co.uk,1000.00
Edeltrud,Boyer,edeltrud.boyer@outlook.com,1000.00
Claudine,Rowley,claudine.rowley@industrias.com,1000.00
Flavia,Yoder,flavia.yoder@hotmail.de,1000.00
Julien,Miles,julien.miles@stevens-rose.com,900.00
Rose,Blanc,rose.blanc@grupo.com,900.00
Vanessa,Tschentscher,vanessa.tschentscher@mitchell.com,900.00
Amy,Georges,amy.georges@raedel.de,900.00
Sally,Raya,sally.raya@tarchetti.it,900.00
Denise,Wood,denise.wood@mantegna.com,900.00
Mercedes,Trujillo,mercedes.trujillo@aol.de,900.00
Alberico,Herve,alberico.herve@beer.net,900.00
Ashleigh,Montez,ashleigh.montez@perry-schneider.com,900.00
Lucy,Davidson,lucy.davidson@tele2.it,900.00
Kathryn,Hentschel,kathryn.hentschel@shaw.com,900.00
Clara,Armstrong,clara.armstrong@vodafone.it,800.00
Margaretha,Murialdo,margaretha.murialdo@meunier.com,800.00
Geoffrey,Williams,geoffrey.williams@poste.it,800.00
Craig,Jordan,craig.jordan@gmail.com,800.00
Brigitte,Stiebitz,brigitte.stiebitz@gmail.com,800.00
Serena,Piacentini,serena.piacentini@yahoo.de,800.00
Rudolf,Jenkins,rudolf.jenkins@hotmail.com,800.00
Rouven,Ovadia,rouven.ovadia@gmail.com,700.00
Alison,Morales,alison.morales@lewis.com,700.00
Chelsea,Verdugo,chelsea.verdugo@campbell.com,700.00
Edeltraud,Chavez,edeltraud.chavez@hotmail.com.au,700.00
Alan,Pineda,alan.pineda@proyectos.info,700.00
Alfred,Pohl,alfred.pohl@fechner.net,700.00
Lothar,Laurent,lothar.laurent@garcia.com.au,700.00
Greca,Ruiz,greca.ruiz@carr.co.uk,700.00
Gaetano,Leonardi,gaetano.leonardi@despacho.com,600.00
Lucas,Austin,lucas.austin@gmail.com,600.00
Greco,Walker,greco.walker@yahoo.com,600.00
Kaylee,Hoffmann,kaylee.hoffmann@poulain.com,600.00
Jonathan,Castellitto,jonathan.castellitto@libero.it,600.00
Roy,Fox,roy.fox@tejeda.com,100.00
Fiona,Griffiths,fiona.griffiths@curatoli-verdone.it,100.00
Rico,Mortati,rico.mortati@faivre.fr,100.00
Julie,Coles,julie.coles@hotmail.fr,100.00
Rosl,Lamborghini,rosl.lamborghini@hiller.net,100.00
Bethany,Hartmann,bethany.hartmann@yahoo.com,100.00
Odette,Moore,odette.moore@hall.edu,100.00
Benjamin,Schultz,benjamin.schultz@rivero-davila.com,100.00
Brigitta,Shaw,brigitta.shaw@hotmail.co.uk,100.00
Nicholas,Christian,nicholas.christian@hotmail.de,100.00
Suzanne,Benigni,suzanne.benigni@mennea-morlacchi.com,100.00
Uberto,Steele,uberto.steele@outlook.com,100.00
Mirjana,Collins,mirjana.collins@hotmail.com,100.00
Cecilia,Velasco,cecilia.velasco@rodrigues.fr,100.00
Rembrandt,Liguori,rembrandt.liguori@davis.org,100.00
Israel,Watkins,israel.watkins@hotmail.com,100.00
Augusto,Vercelloni,augusto.vercelloni@club-internet.fr,100.00
Vincenza,Key,vincenza.key@adams.com,100.00
Sabine,Lachmann,sabine.lachmann@phillips.org,100.00
Dale,Leblanc,dale.leblanc@stewart.com,100.00
